index,ID1,ID2,Class,Name1,Address1,st_x1,st_y1,Name2,Address2,st_x2,st_y2
18,37847,54983,0,Mail@Torvet-Smykker.Dktorvets Smykker & Ure Aps,Vejgård Torv 5 9000 Aalborg,9.9494085,57.042509499999994,Fonden Vejgaardhallen,Vejgård Bymidte 1,9.9497204,57.0418091
19,30110,55517,0,Hjallerup Bibliotek,Nørre Alle 3 9320 Hjallerup,10.145686999999999,57.169714,Hjallerup Kulturhus,Nørre Alle 3,10.1465626,57.1696243
20,33323,81270,1,Understøttelsesforeningen For Jydske Landmænd og Deres Efterladte.,Sønder Alle 41 7760 Hurup Thy,8.428045,56.746338,Understøttelsesforeningen For Jydske Landmænd og Deres Efterladte.,"Sønder Alle 41, 7760 Hurup Thy, Denmark",8.4279281,56.746365000000004
21,38487,99937,1,M/K Klip Voersaa,Kringelhedevej 1 9300 Sæby,10.485666,57.208378,M/k Klip,"Kringelhedevej 1, 9300 Sæby, Denmark",10.485699400000001,57.208467299999995
22,42961,105506,1,Biltema Aalborg,Stenbukken 21 9200 Aalborg SV,9.868833,56.996438,Biltema,"Stenbukken 21, 9200 Aalborg, Denmark",9.8691755,56.99637070000001
23,8548,101460,1,Matas,Nørregade 2 9850 Hirtshals,9.956297,57.590621,Matas,"Nørregade 2, 9850 Hirtshals, Denmark",9.9562976,57.5906368
24,106431,106440,0,Cepelo A/S,"Fredrikstadvej 15, 9200 Aalborg, Denmark",9.896666900000001,57.019913,Oknygaard A/S,"Gøteborgvej 5, 9200 Aalborg, Denmark",9.895539999999999,57.019652
25,103171,103413,0,Sportigan Sæby,"Laurits Christensens Vej 53, 9300 Sæby, Denmark",10.518558,57.3342261,Sæby Guld Og Sølv Dannesboe,"Vestergade 29, 9300 Sæby, Denmark",10.518832199999999,57.33481870000001
26,70672,93954,0,Biersted Brugsforening ApS,"Stationsvej 27, 9440 Aabybro, Denmark",9.8065682,57.1464853,Biersted Pizza,"Stationsvej 31, 9440 Aabybro, Denmark",9.8066603,57.1466725
27,40396,56615,1,Hobrovej 38 - 40 ApS,Guldbækvej 133 A 9530 Støvring,9.796911999999999,56.926868999999996,Hobrovej 38 - 40 ApS,"Guldbækvej 133A, 9530 Støvring, Denmark",9.7968251,56.926922999999995
28,24314,75630,0,Mødrehjælpen Aalborg,"Boulevarden 30, 4. sal 9000 Aalborg",9.918078999999999,57.045021,Pandekagehuset Aalborg ApS,"Boulevarden 38, 9000 Aalborg, Denmark",9.9180858,57.0444261
29,11703,57935,1,West Point Holding ApS,Aggervej 28 7770 Vestervig,8.267489,56.785270999999995,West-Point Holding ApS,"Aggervej 28, 7770 Vestervig, Denmark",8.2673352,56.78530500000001
30,34926,74134,1,Kunst Uden Rammer,Mellemgade 7 B 9240 Nibe,9.638311999999999,56.982463,Kunst Uden Rammer,"Mellemgade 7B, 9240 Nibe, Denmark",9.638179699999998,56.9825368
31,55633,112031,1,Fregatten,Danmarksgade 45B,10.537280099999998,57.4415512,Fregatten,"Danmarksgade 45, 9900 Frederikshavn, Denmark",10.53767,57.441378
32,33296,34824,0,3N Lakering A/S,Industrivej 39 7700 Thisted,8.714336999999999,56.9631,Sanistål A/S,Industrivej 34 7700 Thisted,8.714514999999999,56.96251899999999
33,20371,55165,0,danbolig Kristjansen & Partnere,Brotorvet 2 9400 Nørresundby,9.922651,57.057863,HCN Pizza & Kebab,Skrågade 6,9.9239502,57.058288600000004
34,22188,100585,1,"Aas Arkitekter, M.A.A./Danske Ark.",Åsvej 45 7700 Thisted,8.627961,56.899926,"Aas Arkitekter, M.A.A./Danske Ark.","Åsvej 45, 7700 Thisted, Denmark",8.6279282,56.8999279
35,2887,109681,1,Kiropraktisk Klinik i Sæby,Sophus Falcks Vej 1 L 9300 Sæby,10.504442,57.331167,Chiropractic Clinic Sæby ApS,"Sophus Falcks Vej 1 L, 9300 Sæby, Denmark",10.5045222,57.3312557
36,26107,72533,1,Farsø Boligselskab,Alexander Foss Gade 7 9000 Aalborg,9.934676,57.035825,Farsø Ældreboligselskab,"Alexander Foss Gade, 9000 Aalborg, Denmark",9.9359761,57.035978799999995
37,41490,98390,0,Tversted Kirke og Menighedsråd,Skagensvej 61 9881 Bindslev,10.182780000000001,57.58171,Tversted Kirke/Church,"Skagensvej 61, 9881 Bindslev, Denmark",10.1827772,57.58172710000001
38,10037,74809,0,Tiff Vejgaard,Hadsundvej 18 A 9000 Aalborg,9.949937,57.04300500000001,"Skjold Burne Vinhandel, Vejgaard Aalborg","Hadsundvej 12, 9000 Aalborg, Denmark",9.9496156,57.043323
39,38258,109791,1,Blå Kors Genbrug Sæby Møbler,Sæbygårdvej 2 9300 Sæby,10.512913000000001,57.33316800000001,"Blue Cross Recycling, Sæby (furniture)","9300 Sæby, Denmark",10.5130106,57.333275199999996
40,11027,63240,1,Øsløs Kirke,Øsløs Kirke Vej 1 7742 Vesløs,8.999928,57.02878199999999,Øsløs Kirke,"Øsløs Kirke Vej 1, 7742 Vesløs, Denmark",8.999849099999999,57.028801
41,3597,78715,1,Preben Tage Nielsen,Tandrupvej 14 7755 Bedsted Thy,8.425078,56.84301,Preben Nielsen og Dorthe Lilleøre,"Tandrupvej 14, 7755 Bedsted Thy, Denmark",8.425027,56.843153
42,34575,84487,1,Tage Vadsholt Buus,Harrildvej 25 9530 Støvring,9.734986,56.93444,Buus Tage,"Harrildvej 25, 9530 Støvring, Denmark",9.734900999999999,56.934453000000005
43,1240,30315,0,Pharma Production ApS,"Bispensgade 22, 2. tv. 9000 Aalborg",9.918451,57.049416,Restaurant Meat ApS,Vesterå 1 9000 Aalborg,9.917724,57.049645999999996
44,10394,57141,1,Ferslev/Skørping Entreprenør,Nøvlingvej 264 9230 Svenstrup J,9.925561,56.95626,Ferslev Entreprenør A/S,"Nøvlingvej 264, 9230 Svenstrup J, Denmark",9.925459,56.956277
45,190,55320,1,Færgegrillen,Kystvej 2 9280 Storvorde,10.302643,56.985873,Færgegrillen,Kystvej 2,10.3026505,56.9858704
46,37878,96039,1,Scandinavian Fashion Group ApS,Nordvestvej 31 9000 Aalborg,9.895453,57.05068299999999,Scandinavian Fashion Group ApS,"Nordvestvej 31, 9000 Aalborg, Denmark",9.896103300000002,57.0502642
47,81683,109700,0,New Waves Dance Action ApS,"Maren Turis Gade 2, 9000 Aalborg, Denmark",9.9209591,57.049469099999996,Komplementarselskabet Restaurant De 2 Have ApS,"Østerågade 27, sal 2, 9000 Aalborg, Denmark",9.9220396,57.049942599999994
48,22870,97230,1,Malou Skeel,Kammerherrensvej 59 9440 Aabybro,9.708059,57.150599,Malou Skeel,"Kammerherrensvej 59, 9440 Aabybro, Denmark",9.7078846,57.150696499999995
49,6337,108275,1,Støvring Bøger & papir,Jernbanegade 9 9530 Støvring,9.838783,56.892231,Støvring Bøger & papir,"Jernbanegade 15, 9530 Støvring, Denmark",9.839895,56.89214200000001
50,83100,109532,1,Montana By Brdr. Sørensen,"Ågade 3, 9000 Aalborg, Denmark",9.9220493,57.04488320000001,The brothers Sørensen Concept,"Danmarksgade 58, 9000 Aalborg, Denmark",9.922155199999999,57.0450458
51,39880,93876,0,2m Ståldesign ApS,Elbækvej 29 9440 Aabybro,9.797425,57.153957999999996,2 M Ståldesign v/Michael Møller,"Elbækvej 29, 9440 Aabybro, Denmark",9.797521000000001,57.15411700000001
52,14000,29959,0,Flyt Selv ApS,Horsevang 4 9800 Hjørring,10.013786999999999,57.456593999999996,Drive In Car Wash ApS,Horsevang 3 9800 Hjørring,10.013303,57.456691000000006
53,12782,89187,1,Dansk Skalform A/S,Birkevej 59 9600 Aars,9.480777999999999,56.83458100000001,Dansk Skalform A/S - modern castings,"Birkevej 59, 9600 Aars, Denmark",9.480699000000001,56.83459499999999
54,63522,103182,0,Løgstør Handelsstandsforening,"Østerbrogade 4, 9670 Løgstør, Denmark",9.2521987,56.9666041,Tandlægerne Løgstør,"Bredgade 1, 9670 Løgstør, Denmark",9.2530864,56.9665851
55,14637,97327,1,Hals Golf Klub,Nordmandshage 40 9370 Hals,10.326025,56.995034,Hals Golf Klub,"Nordmandshage 40, 9370 Hals, Denmark",10.325951,56.995052
56,12196,91787,0,Fox Deluxe ApS,Erhvervsparken 7 9500 Hobro,9.791625999999999,56.651188,E1-Logistics ApS,"Erhvervsparken 7, 9500 Hobro, Denmark",9.7925799,56.651084
57,98063,111436,0,Jobcenter Morsø,"Holgersgade 5C, 7900 Nykøbing Mors, Denmark",8.860863900000002,56.79736,Morsø Kommune Rådgivningscentret,"Holgersgade 7, 7900 Nykøbing Mors, Denmark",8.8611087,56.7968238
58,103538,108445,0,Pigen og Trompeten ApS,"Jomfru Ane Gade 13, 9000 Aalborg, Denmark",9.918738099999999,57.050032200000004,Restaurationsselskabet Juhl & Juel ApS,"Ved Stranden 13, 9000 Aalborg, Denmark",9.919398699999999,57.0506322
59,29321,96246,1,Ejendomsfonden Nordsøen Oceanarium,Willemoesvej 2 9850 Hirtshals,9.979883000000001,57.58661800000001,Nordsøen Oceanarium,"Willemoesvej 2, 9850 Hirtshals, Denmark",9.980839999999999,57.586631999999994
60,17763,89970,1,Ruth Wiborg,Søhalevej 10 9500 Hobro,9.613605,56.660252,Ruth Wiborg,"Søhalevej 10, 9500 Hobro, Denmark",9.6136043,56.660262
61,11915,78305,1,Kop & Kande Aars,Himmerlandsgade 97 9600 Aars,9.515165,56.803144999999994,Kop & Kande,"Himmerlandsgade 99, 9600 Aars, Denmark",9.514852000000001,56.8031662
62,34376,78307,1,Himmerland Forsikring G/S,Himmerlandsgade 110 9600 Aars,9.512107,56.803511,Himmerland Forsikring gS,"Himmerlandsgade 110, 9600 Aars, Denmark",9.5120609,56.803622399999995
63,9079,98102,1,Fjord Line Cargo,Dalsagervej 9 9850 Hirtshals,9.987461,57.576062,Fjord Line,"Dalsagervej 9, 9850 Hirtshals, Denmark",9.987061500000001,57.5761105
64,38436,74167,1,Skiold A/S,Kjeldgaardsvej 3 9300 Sæby,10.483385,57.319734999999994,SKIOLD A/S,"Kjeldgaardsvej 3, 9300 Sæby, Denmark",10.483325,57.319754
65,28247,105162,1,Pandekagehjørnet,Vesterhavsgade 129 A 7700 Thisted,8.367253,56.958029,Pandekagehjørnet,"Vesterhavsgade 129A, 7700 Thisted, Denmark",8.367321,56.9580593
66,14076,75584,0,Malermestrene Kim & Ole Dissing A/S,Rakkebyholmvej 331 9800 Hjørring,9.924336,57.398644999999995,Painter Masters Kim & Ole Dissing A / S - Painter Hjørring,"Rakkebyholmvej 331, 9800 Hjørring, Denmark",9.924235000000001,57.39866
67,37446,109754,0,Helsam Aalborg Nytorv,Nytorv 5 9000 Aalborg,9.923026,57.048443999999996,Ankestyrelsen Aalborg,"Nytorv 7, 9000 Aalborg, Denmark",9.9231694,57.048394099999996
68,40734,75332,1,Morsø Rideklub,Legindvej 5 7900 Nykøbing M,8.825092999999999,56.758396999999995,Morsø Rideklub,"Legindvej 5, 7900 Nykøbing Mors, Denmark",8.8252948,56.758407299999995
69,114,100101,0,Vognmand Kristian Rytter A/S,Jellingvej 19 9230 Svenstrup J,9.85557,56.961317,Enh-engineering A/S,"Jellingvej 15, 9230 Svenstrup J, Denmark",9.856947300000002,56.96172760000001
70,22212,61547,1,PH-Rådgivning og Byg A/S,Havremarken 40 7730 Hanstholm,8.622092,57.108626,Ph - Rådgivning & Byg A/S,"Havremarken 40, 7730 Hanstholm, Denmark",8.621977000000001,57.108658999999996
71,97112,103323,0,Din Frisør V/Charlotte Pedersen,"Adelgade 26A, 9500 Hobro, Denmark",9.7934908,56.638748,Pedersen / K-M,"Adelgade 21, 9500 Hobro, Denmark",9.7935908,56.639104
72,4652,76064,1,Fonden Hjallerup Ridecenter,Tryvej 13 9320 Hjallerup,10.16404,57.155035,Hjallerup Rideklub,"Tryvej 13, 9320 Hjallerup, Denmark",10.163972,57.155053
73,17900,67884,1,Taxavognmand Jan Krogh,Østparken 2 9500 Hobro,9.845666,56.673253,Taxavognmand Jan Krogh,"Østparken 2, 9500 Hobro, Denmark",9.845642,56.673258999999995
74,19730,55183,1,Restaurant Lilleheden,Hjørringgade 2 9850 Hirtshals,9.955513,57.591013000000004,Restaurant Lilleheden,Hjørringgade 2,9.9557524,57.590930900000004
75,5806,108945,1,Hadsund Boldklub Fodbold,Ved Stranden 1 9560 Hadsund,10.126916,56.719744999999996,Hadsund Boldklub Fodbold,"Ved Stranden 1, 9560 Hadsund, Denmark",10.1265718,56.720037600000005
76,56280,101165,1,St. Binderup Kro,Møllegårdsvej 7,9.5341101,56.739978799999996,St. Binderup Kro,"Møllegårdsvej 7, 9600 Aars, Denmark",9.534058900000002,56.740002000000004
77,801,84406,1,Landmand Oluf Friis Andersen,Flintdalevej 8 9240 Nibe,9.686316,56.945294999999994,Landmand Oluf Friis Andersen,"Flintdalevej 8, 9240 Nibe, Denmark",9.6861301,56.945331
78,39970,82524,0,Hadsund El-Service ApS,Storegade 38 9560 Hadsund,10.115474,56.717688,Chiropractic Clinic Hadsund,"Tinggade 1, 9560 Hadsund, Denmark",10.1164148,56.71771429999999
79,7219,23955,0,Morsø Tandlægeselskab,Holgersgade 2 7900 Nykøbing M,8.861730999999999,56.796803000000004,Ungdommens Uddannelsesvejledning Morsø,Holgersgade 5 C 7900 Nykøbing M,8.860964,56.79734200000001
80,7090,112241,1,Knud Hansen,Enghaven 3 7900 Nykøbing M,8.824113,56.862302,Hansen Knud,"Enghaven 3, 7900 Nykøbing Mors, Denmark",8.824016,56.862329
81,27306,104725,0,Pk Hesthaven Holding ApS,Agerledet 10 9300 Sæby,10.510659,57.333526,Hjelm Wind Polen ApS,"Agerledet 2, 9300 Sæby, Denmark",10.5109091,57.33354
82,20272,85370,1,Mad & Fest,Magisterparken 18 9000 Aalborg,9.942093,57.02810699999999,Mad og fest v/Jan Olsen,"Magisterparken 18, 9000 Aalborg, Denmark",9.941899000000001,57.02816800000001
83,16844,54546,1,A. B. Metal,Pantervej 7 7700 Thisted,8.735426,56.96141899999999,ab Metal,Pantervej 7,8.73538479208946,56.9613429684286
84,14710,54403,1,Jin Shing Grill ApS,Hjørringvej 40 9400 Nørresundby,9.943557,57.067642000000006,Jin Shing Grill,Hjørringvej 40,9.943719900000001,57.0675392
85,26880,83852,1,Peugeot Frederikshavn - Martin Jespersen & Søn Automobiler A/S,Hjørringvej 158 9900 Frederikshavn,10.504245,57.446941,Peugeot Frederikshavn M.jespersen & Søn Automobiler A/S,"Hjørringvej 158, 9900 Frederikshavn, Denmark",10.5041688,57.446965000000006
86,11651,76695,1,Hans Blåbjerg Jensen,Troldhøjvej 1 7700 Thisted,8.610588,56.916233999999996,Hans Blåbjerg Jensen,"Troldhøjvej 1, 7700 Thisted, Denmark",8.610292,56.91625
87,24253,81380,1,Andelsboligforeningen Runebo,Rolighedsvej 7 7760 Hurup Thy,8.422228,56.751008,Andelsboligforeningen Rønheden I,"Rolighedsvej 7, 7760 Hurup Thy, Denmark",8.4221339,56.751028000000005
88,29212,112485,1,Øster Hornum Slagtehus,Nibevej 128 9530 Støvring,9.756841,56.915034,Kk - Øster Hornum Slagtehus,"Nibevej 128, 9530 Støvring, Denmark",9.756741900000002,56.915062
89,6801,23265,1,Bilhuset Biersted A/S,Haldagervej 50 9440 Aabybro,9.801915,57.149190000000004,Bilhuset Biersted,Haldagervej 48 - 50 9440 Aabybro,9.802387,57.149694999999994
90,21439,26939,1,"Frederikshavn Boligforening, Afdeling 9, Vestergade",Vestergade 9 E 9900 Frederikshavn,10.537517,57.444823,"Frederikshavn Boligforening, Afdeling 15, Gartnerbo",Vestergade 9 A 9900 Frederikshavn,10.53768,57.445531
91,66730,112654,0,Udlejer Lene Yvonne Schou Nielsen,"Døstrupvej 67, 9500 Hobro, Denmark",9.7641086,56.6680192,Activ Container Transport V/jimmy Nielsen,"Døstrupvej 67, 9500 Hobro, Denmark",9.7642293,56.6680562
92,9200,81416,0,Dyscon Familiecenter Aalborg,"Boulevarden 16, 1. sal, sal. 9000 Aalborg",9.919047,57.046490000000006,Association Radio Aalborg,"Bleggårdsgangen 3, 9000 Aalborg, Denmark",9.9186233,57.0465517
93,77515,106720,0,Salon 5 v/Rita Charlotte Brugmann,"Adelgade 5, 9500 Hobro, Denmark",9.793697,56.64031020000001,Charlotte Rose - holistic physiotherapy,"Jernbanegade 1D, 9500 Hobro, Denmark",9.792501199999998,56.6402301
94,15205,98496,1,Hårklipsen v/Hanne Munk,Elsamvej 2 9310 Vodskov,10.124899000000001,57.066809,Hårklipsen,"Elsamvej 2, 9310 Vodskov, Denmark",10.124842999999998,57.066828
95,65318,79262,0,Nibe Invest A/S,"Torvet 4, 9240 Nibe, Denmark",9.6396745,56.98246460000001,Fotograferne Nibe,"Mellemgade 2, 9240 Nibe, Denmark",9.638306300000002,56.982659600000005
96,36952,54233,1,Restaurant Shankou Running Sushi,Strandvejen 6 9000 Aalborg,9.918696,57.052326,Restaurant Shan Kou,Strandvejen 6,9.9185169,57.0523341
97,40,75023,1,KEC Bolig,"Halsvej 252, st. 9310 Vodskov",10.125474,57.066706,Kec Bolig,"Halsvej 252, 9310 Vodskov, Denmark",10.125467,57.066722999999996
98,9552,102650,0,Aalborg Havn Logistik A/S,Langerak 19 9220 Aalborg Øst,10.049957000000001,57.047764,Port of Aalborg A / S,"Langerak 19, 9220 Aalborg, Denmark",10.049877,57.047793999999996
99,20867,96302,1,Storvorde Plejecenter,Tofthøjvej 28 A 9280 Storvorde,10.101291999999999,56.99857900000001,Storvorde Plejecenter,"Tofthøjvej 28, 9280 Storvorde, Denmark",10.1013201,56.9989088
100,67756,67918,0,Selskabet af 25.03.2010 Hobro ApS,"Gettrupvej 20, 9500 Hobro, Denmark",9.846071,56.6120745,Opl 06112014 ApS Under Konkurs,"Gettrupvej 20, 9500 Hobro, Denmark",9.845985,56.612055000000005
101,74253,106333,1,Familielægerne i Hobro,"Korsgade 9, 9500 Hobro, Denmark",9.7916552,56.636858499999995,Familielægerne Hobro,"Korsgade 9, 9500 Hobro, Denmark",9.7915362,56.636862699999995
102,41848,64648,0,Landbrug v/ Laurits Jespersen,Birkegårdsvej 7 9240 Nibe,9.521919,56.888844999999996,Jespersen Laurits,"Birkegårdsvej 7, 9240 Nibe, Denmark",9.521836,56.888861999999996
103,39814,100771,0,Hobro Gymnasiums Idrætsforening,Kirkedals Alle 33 9500 Hobro,9.820889999999999,56.63168,"Jørgensen Udlejning, Hobro ApS","Kirkedals Alle 31, 9500 Hobro, Denmark",9.8203911,56.631687
104,6044,74559,0,"Ejerforeningen Kærvej 1/Søndergade 34, Aars",Kirkegade 2 9600 Aars,9.514693,56.803743000000004,Aars Boligforening,"Kirkegade 3, 9600 Aars, Denmark",9.514422999999999,56.803668
105,18172,18197,0,Poul Baadsgaard Holding ApS,Hadsundvej 77 9560 Hadsund,10.272494,56.75253299999999,Faellesinvest ApS,Petersborgvej 4 9560 Hadsund,10.273133,56.752012
106,55666,55715,1,Pizzeria Italia,Havnevej 5,10.5893593,57.721675899999994,Casitalia,"Havnevej 5B,  c/o Francesco Bueti",10.589329699999999,57.7216682
107,32534,55630,1,Gærumvejens Pizza og Grill,Gærumvej 40 9900 Frederikshavn,10.513045,57.427716000000004,Gærumvejens Pizza og Grill,Gærumvej 40,10.51305,57.4274364
108,5817,55583,0,Taxavognmand Søren Mallin,Sønderklit 15 9990 Skagen,10.538358,57.727293,Henriksen Søren Bang,Sønderklit 17,10.5386696,57.7273598
109,80167,80180,0,Telia Aalborg,"Hobrovej 452, 9200 Aalborg, Denmark",9.8756175,57.0048772,Hunkemöller Danmark A/S Aalborg Storcenter 71,"Hobrovej 452, 9200 Aalborg, Denmark",9.8758563,57.00479670000001
110,16623,109097,1,Musikskolen i Frederikshavn Kommune,Rådhus Alle 98 9900 Frederikshavn,10.533104,57.440509999999996,Musikskolen Frederikshavn,"Rådhus Alle 98, 9900 Frederikshavn, Denmark",10.5330779,57.440526
111,14765,96833,1,Undervognstunellen ApS,Halkjærvej 13 9200 Aalborg SV,9.874896000000001,57.008586,Undervognstunellen,"Halkjærvej 13, 9200 Aalborg SV, Denmark",9.8748263,57.00851379999999
112,103647,111271,0,Billedbutikken Hirtshals ApS,"Svinget 5, 9850 Hirtshals, Denmark",9.9597042,57.589129500000006,Huset Hirtshals,"Nørregade 28, 9850 Hirtshals, Denmark",9.958349499999999,57.588929500000006
113,41308,76661,1,O. Møgelmose Holding ApS,Rævskærvej 28 9850 Hirtshals,9.939017999999999,57.532304,Rådgivende Ingeniør ApS Ole Møgelmose,"Rævskærvej 28, 9850 Hirtshals, Denmark",9.9389389,57.53233
114,29961,96711,1,Dansk Bilglas,Virkelyst 4 9400 Nørresundby,9.961055,57.081639,Dansk Bilglas A/S,"Virkelyst 4, 9400 Nørresundby, Denmark",9.960741699999998,57.0815627
115,29426,78185,1,Café Ice Cream,"Algade 26, st. tv. 7900 Nykøbing M",8.857831,56.794464000000005,Café Ice Cream v / Nicolai Metner,"Algade 26, sal sttv, 7900 Nykøbing, Denmark",8.857731,56.794491
116,3850,83057,1,Psykologklinikken v. Elin Stride,Skovgade 20 7700 Thisted,8.689743,56.955298,Stride Elin,"Skovgade 20, 7700 Thisted, Denmark",8.6896529,56.95531139999999
117,52382,55043,1,Restaurant Orkideen,Ølgodvej 1,9.97516105122393,57.02517429065371,Restaurant Orkideen,Ølgodvej 1,9.97505,57.0251999
118,20371,108057,1,danbolig Kristjansen & Partnere,Brotorvet 2 9400 Nørresundby,9.922651,57.057863,Real estate Nørresundby - DanBolig Kristjansen & Partners,"Brotorvet 2, 9400 Nørresundby, Denmark",9.922611,57.057888
119,42687,75605,1,TF. Service,Rosenvænget 9 9400 Nørresundby,9.945669,57.07145799999999,Tf. Service,"Rosenvænget 9, 9400 Nørresundby, Denmark",9.945596,57.071479700000005
120,5064,100460,1,Valsgård Dæk og Autoservice,Vestparken 1 9500 Hobro,9.845075999999999,56.675739,Valsgaard Dæk og Autoservice - Hobro,"Vestparken 1, 9500 Hobro, Denmark",9.845028999999998,56.675752
121,39623,91995,1,KHS Huse ApS,Humlemarken 2 9500 Hobro,9.803879,56.659824,Khs Huse ApS,"Humlemarken 2, 9500 Hobro, Denmark",9.803762599999999,56.65991999999999
122,23766,90817,1,home Blokhus,Aalborgvej 25 9492 Blokhus,9.589155,57.251383,home Blokhus,"Aalborgvej 25, 9492 Blokhus, Denmark",9.5891856,57.2513925
123,36828,37129,0,Irma Pil Hansen,"C.W. Obels Plads 3 A, 1. tv. 9000 Aalborg",9.920031,57.048646,Pernille Juul Vinther,"Østerågade 9, 2. sal 9000 Aalborg",9.921133,57.048428
124,77174,101047,0,Bog & idé Aars,"Søndergade 31, 9600 Aars, Denmark",9.518612300000001,56.8029022,"Spar Nord Bank, Aars","Himmerlandsgade 70, 9600 Aars, Denmark",9.51801,56.803364
125,95396,108295,0,Phj Automobiler ApS,"Østergade 50, 9400 Nørresundby, Denmark",9.931672,57.06022900000001,Østergades Biludlejning Nørresundby ApS,"Østergade 50, 9400 Nørresundby, Denmark",9.9317659,57.060139500000005
126,17514,100777,1,Dinitrol - Hadsund Undervognscenter,Mestervænget 4 9560 Hadsund,10.114644,56.729136,Hadsund Undervognscenter,"Mestervænget 4, 9560 Hadsund, Denmark",10.114626800000002,56.7290611
127,22604,81438,0,Thisted Missionshus - Indre Mission,Asylgade 11 7700 Thisted,8.689581,56.953419,Thisted Køreskole v/ Lennart Pedersen,"Jernbanegade 26, 7700 Thisted, Denmark",8.6881784,56.953066799999995
128,42523,96773,1,Tandlæge Niels Bach,Østergade 5 9800 Hjørring,9.987994,57.459812,Dentist Niels Bach,"Østergade 5, 9800 Hjørring, Denmark",9.987931699999999,57.4594696
